year,country,artist,song,all_languages,main_language,lyrics_original,lyrics_english,bpm,tone,dancers,stage_director,place,points,running_order,top_3_words
2021,Sweden,Tusse,Voices,English,English,There's fire in the rain But we'll get up again We're thousand miles apart But we'll overcome  I'll never let you down World is turning us around But I feel it in my heart Let's make a brand new start  Can't stop us now forget the haters Get up and live and make it matter There's more to life so go ...,There's fire in the rain But we'll get up again We're thousand miles apart But we'll overcome  I'll never let you down World is turning us around But I feel it in my heart Let's make a brand new start  Can't stop us now forget the haters Get up and live and make it matter There's more to life so go ...,90,F major,,"Jennie Widegren, Lotta Furebäck, Sacha Jean-Baptiste",14,109,25,"theres, well, get"
2021,Serbia,Hurricane,Loco Loco,Serbian (Srpski),Serbian (Srpski),"<i style=""color:#789"">Ram pam pam Ja slatka sam i fina Loco Loco Ram pam pam Ja slatka sam i fina Huh-huh, huh - Hurricane!</i>  Nemoj da se ljutiš, hrabrost skupi Jedna cura kao ja ne traži obećanja Ne skidaš taj pogled ti sa mene Lako ušla sam ja u tvoje vene  Osmeh tvoj mi kaže da me želiš, koga ...","<i style=""color:#789"">Ram pam pam I am sweet and nice Loco Loco Ram pam pam I'm sweet and nice Huh-huh, huh - Hurricane!</i>  Don't get mad, just gather some courage A girl like me doesn't ask for promises You cannot stop looking at me I easily started running through your veins  Your smile is telli...",104,F# minor,,Miodrag Kolarić,15,102,8,"pam, sweet, nice"
2021,Cyprus,Elena Tsagrinou,El Diablo,English,English,"I fell in love, I fell in love I gave my heart to el diablo, el diablo I gave it up, I gave it up Because he tells me I'm his angel, I'm his angel  Tonight we're gonna burn in the party We wild as fire, were on the loseh Hotter than siracha on our bodies T-taco, temale, yeah, that's my mood All this...","I fell in love, I fell in love I gave my heart to el diablo, el diablo I gave it up, I gave it up Because he tells me I'm his angel, I'm his angel  Tonight we're gonna burn in the party We wild as fire, were on the loseh Hotter than siracha on our bodies T-taco, temale, yeah, that's my mood All this...",114,C major,,"Dan Shipton, Marvin Dietmann",16,94,1,"gave, fell, love"
2021,Israel,Eden Alene,Set Me Free,English & Hebrew (Ivrit),English & Hebrew (Ivrit),Take a look what we've become It's been so long Getting you out of my life I feel so strong  Set me free Feel my beating heart in perfect harmony Don't let me down I'ma I'ma Ah I'ma I'ma Ah  Feeling like in prison Looking for the reason I don't wanna say goodbye Feels like no tomorrow Everywhere tha...,Take a look what we've become It's been so long Getting you out of my life I feel so strong  Set me free Feel my beating heart in perfect harmony Don't let me down I'ma I'ma Ah I'ma I'ma Ah  Feeling like in prison Looking for the reason I don't wanna say goodbye Feels like no tomorrow Everywhere tha...,107,C# minor,,Moshe Kepten,17,93,3,"ima, feel, dont"
2021,Norway,TIX,Fallen Angel,English,English,"What can I say? I can't make her stay When I know that she's so far above How could she ever love someone like me? She's out of reach  Here in the dark Inside a hole in my heart I'm fighting all of my demons tryna tear me apart And I'm still not sure what you ever saw in me  No, I'm a, I'm a fallen ...","What can I say? I can't make her stay When I know that she's so far above How could she ever love someone like me? She's out of reach  Here in the dark Inside a hole in my heart I'm fighting all of my demons tryna tear me apart And I'm still not sure what you ever saw in me  No, I'm a, I'm a fallen ...",93,C# major,,Mattias Carlsson,18,75,22,"shes, ever, say"
2021,Belgium,Hooverphonic,The Wrong Place,English,English,"I wake up and I think I could use another drink I'm reaching for a smoke to forget about last night, last night I get up 'cause I need a shot of instant remedy I put a record on, it makes me think about last night, last night  It all ended in the weirdest chip He started actin' way too hip That's wh...","I wake up and I think I could use another drink I'm reaching for a smoke to forget about last night, last night I get up 'cause I need a shot of instant remedy I put a record on, it makes me think about last night, last night  It all ended in the weirdest chip He started actin' way too hip That's wh...",80,C major,,"Hans Pannecoucke, Ignace D'Haese",19,74,4,"last, night, think"
2021,Azerbaijan,Efendi,Mata Hari,English & Azerbaijani,English & Azerbaijani,"Mata Hari  I'm a godless spy I'm a spy, I uncover All of your secrets, I want them There's no stopping me now I'm a liar Playing the game of desire Ain't gonna leave no survivors Would you fall for me now?  Just like Cleopatra The army of lovers I start a fire <i style=""color:#789"">Yalan da mən, yan...",Not available in English,100,E minor,,Mads Enggaard,20,65,21,
2021,Albania,Anxhela Peristeri,Karma,Albanian,Albanian,"Zoti nuk ma fal!  Jeta si në përrallë më kish llastuar Lart në qiell si një yll jetoja unë Qeshja si e marrë kur ti rënkoje E pashpirt, vetëm veten doja shumë  Zoti nuk ma fal Bota mbi mua ra Më ike ti, më ikën miqtë As dritë nuk ka  Zoti nuk ma fal T'thirra por zë nuk kam Lotët mbledhur në dorë Të ...","God won't forgive me this!  Life like in fairytales had spoiled me High in the sky like a star I was living I was laughing like crazy when you were sobbing Heartless, I was in love with myself  God won't forgive me this The world fell on me You left me, my friends left me There's not even light  God...",150,D minor,,Sacha Jean-Baptiste,21,57,2,"god, like, wont"
2021,San Marino,Senhit feat. Flo Rida,Adrenalina,English,English,"I'm burning up with affliction Come gimme your full attention I want you to tame my fire now Woah oh oh… Can't move without your eyes on me It's like my body's yours only So baby, don't leave me lonely now Woah oh oh…  We're like fire and gasoline Come and light it up with me So high on adrenaline Y...","I'm burning up with affliction Come gimme your full attention I want you to tame my fire now Woah oh oh… Can't move without your eyes on me It's like my body's yours only So baby, don't leave me lonely now Woah oh oh…  We're like fire and gasoline Come and light it up with me So high on adrenaline Y...",104,Bb minor,,Luca Tommassini,22,50,26,"come, fire, now"
2021,Netherlands,Jeangu Macrooy,Birth Of A New Age,English & Sranan Tongo,English & Sranan Tongo,"Skin as rich as the starlit night <i style=""color:#789"">Your rhythm is rebellion, your rhythm is rebellion</i> Deep currents running in the rivers of your eyes <i style=""color:#789"">Your rhythm is rebellion, your rhythm is rebellion</i> They spat on your crown and they poisoned your ground <i style=...","Skin as rich as the starlit night <i style=""color:#789"">Your rhythm is rebellion, your rhythm is rebellion</i> Deep currents running in the rivers of your eyes <i style=""color:#789"">Your rhythm is rebellion, your rhythm is rebellion</i> They spat on your crown and they poisoned your ground <i style=...",95,Bb major,,Hans Pannecoucke,23,11,23,"rhythm, stylecolor789your, rebellion"
2021,Spain,Blas Cantó,Voy A Quedarme,Spanish,Spanish,"Quédate esta noche para ver amanecer Para sentir tu voz Acariciándome  Quédate un segundo más, no hay nada que perder Mientras dibujo un mar De Memorias en tu piel  He bajado el cielo para descubrir Que se esconde en tu mirada Sólo a unos centímetros de mi  Voy a quedarme y prometo Quererte más que ...","Stay tonight until the break of day so that I feel your voice caressing me  stay just for one more second, there's nothing to lose while I draw a sea of memories in your skin  I made the sky come down to discover what's hidden in your gaze just centimeters away from me  I'm going to stay and I promi...",,,,"Dan Shipton, Marvin Dietmann",24,6,13,"stay, just, tonight"
2021,Germany,Jendrik,I Don't Feel Hate,English & German,English & German,"I don't feel hate I just feel sorry You feel so very clever whenever you find another way to wear me down But I don't feel hate I just feel sorry So you can wiggle with that middle finger, it'll never wiggle back to you 'Cause I don't feel  Sorry  I really don't care, that you want to bash me Do it ...",Not available in English,,,,Povilas Varvuolis,25,3,15,
2021,United Kingdom,James Newman,Embers,English,English,"Sometimes I know my fire burns low But as long as you're with me I'll never get cold Day and night, 'til darkness and light I never worry when you're by my side  Oh, feelings change and seasons fade But nothing will burn us out Nothing can stop us now  Out of the embers You and I are gonna light up ...","Sometimes I know my fire burns low But as long as you're with me I'll never get cold Day and night, 'til darkness and light I never worry when you're by my side  Oh, feelings change and seasons fade But nothing will burn us out Nothing can stop us now  Out of the embers You and I are gonna light up ...",126,B major,,"Jerry Reeve, Tom Denning",26,0,9,"youre, never, light"
2021,Croatia,Albina,Tick,English & Croatian,English & Croatian,"Tried to fix the broken pieces, now I'm leaving But you made it loud and clear I'm not enough Tried to fool me more than once to keep me dreaming 'Cause you knew the truth would tear us apart If you pull me down then I'll come around And rise up to come show you who I am I feel fire inside, my heart...","Tried to fix the broken pieces, now I'm leaving But you made it loud and clear I'm not enough Tried to fool me more than once to keep me dreaming 'Cause you knew the truth would tear us apart If you pull me down then I'll come around And rise up to come show you who I am I feel fire inside, my heart...",126,E minor,,"Dan Shipton, Marvin Dietmann",,,,"tried, come, fix"
